song,performer,week_id,week_position,year,weeks_on_chart
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-23,15,2020,3
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-30,16,2020,4
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-06,17,2020,5
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-13,22,2020,6
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-20,25,2020,7
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-27,32,2020,8
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-04,35,2020,9
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-11,38,2020,10
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-18,53,2020,11
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-25,69,2020,12
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-08-01,74,2020,13
Say So,Doja Cat Featuring Nicki Minaj,2020-02-15,67,2020,5
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-11,31,2020,3
Save Your Tears,The Weeknd & Ariana Grande,2021-02-13,8,2021,6
Rain On Me,Lady Gaga & Ariana Grande,2020-07-11,12,2020,6
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-08-01,12,2020,6
Calling My Phone,Lil Tjay Featuring 6LACK,2021-04-03,14,2021,6
Savage,Megan Thee Stallion,2020-05-02,14,2020,6
Rapstar,Polo G,2021-05-29,15,2021,6
Stuck With U,Ariana Grande & Justin Bieber,2020-06-27,26,2020,6
Trollz,6ix9ine & Nicki Minaj,2020-06-27,1,2020,1
Trollz,6ix9ine & Nicki Minaj,2020-07-04,34,2020,2
Trollz,6ix9ine & Nicki Minaj,2020-07-11,54,2020,3
Trollz,6ix9ine & Nicki Minaj,2020-07-18,83,2020,4
Rockstar,DaBaby Featuring Roddy Ricch,2020-07-04,1,2020,10
Savage,Megan Thee Stallion,2020-05-30,1,2020,10
Positions,Ariana Grande,2021-01-09,2,2021,10
Save Your Tears,The Weeknd & Ariana Grande,2021-03-13,6,2021,10
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-08-29,9,2020,10
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-16,13,2021,10
Calling My Phone,Lil Tjay Featuring 6LACK,2021-05-01,16,2021,10
Say So,Doja Cat Featuring Nicki Minaj,2020-03-21,19,2020,10
Rain On Me,Lady Gaga & Ariana Grande,2020-08-08,29,2020,10
Cardigan,Taylor Swift,2020-10-10,53,2020,10
Stuck With U,Ariana Grande & Justin Bieber,2020-07-25,66,2020,10
Rockstar,DaBaby Featuring Roddy Ricch,2020-07-11,1,2020,11
Savage,Megan Thee Stallion,2020-06-06,2,2020,11
Positions,Ariana Grande,2021-01-16,2,2021,11
Save Your Tears,The Weeknd & Ariana Grande,2021-03-20,7,2021,11
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-09-05,9,2020,11
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-23,11,2021,11
Calling My Phone,Lil Tjay Featuring 6LACK,2021-05-08,14,2021,11
Say So,Doja Cat Featuring Nicki Minaj,2020-03-28,14,2020,11
Rain On Me,Lady Gaga & Ariana Grande,2020-08-15,35,2020,11
Stuck With U,Ariana Grande & Justin Bieber,2020-08-01,58,2020,11
Dynamite,BTS,2020-09-12,1,2020,2
Drivers License,Olivia Rodrigo,2021-01-30,1,2021,2
Montero (Call Me By Your Name),Lil Nas X,2021-04-17,2,2021,2
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021-03-27,2,2021,2
Franchise,Travis Scott Featuring Young Thug & M.I.A.,2020-10-17,25,2020,2
Mood,24kGoldn Featuring iann dior,2020-08-29,26,2020,2
Life Goes On,BTS,2020-12-12,28,2020,2
Lemon Pepper Freestyle,Drake Featuring Rick Ross,2021-03-27,31,2021,2
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-05-01,3,2021,5
Positions,Ariana Grande,2020-12-05,4,2020,5
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-30,4,2020,5
Rapstar,Polo G,2021-05-22,7,2021,5
Rain On Me,Lady Gaga & Ariana Grande,2020-07-04,11,2020,5
Calling My Phone,Lil Tjay Featuring 6LACK,2021-03-27,13,2021,5
Savage,Megan Thee Stallion,2020-04-25,14,2020,5
Save Your Tears,The Weeknd & Ariana Grande,2021-02-06,14,2021,5
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-25,19,2020,5
Stuck With U,Ariana Grande & Justin Bieber,2020-06-20,20,2020,5
Cardigan,Taylor Swift,2020-09-05,36,2020,5
Say So,Doja Cat Featuring Nicki Minaj,2020-02-22,58,2020,6
Rockstar,DaBaby Featuring Roddy Ricch,2020-06-13,1,2020,7
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-05-15,3,2021,7
Positions,Ariana Grande,2020-12-19,4,2020,7
Save Your Tears,The Weeknd & Ariana Grande,2021-02-20,4,2021,7
Savage,Megan Thee Stallion,2020-05-09,4,2020,7
Toosie Slide,Drake,2020-04-18,1,2020,1
Toosie Slide,Drake,2020-04-25,2,2020,2
Toosie Slide,Drake,2020-05-02,2,2020,3
Toosie Slide,Drake,2020-05-09,3,2020,4
Toosie Slide,Drake,2020-05-16,4,2020,5
Toosie Slide,Drake,2020-05-23,6,2020,6
Toosie Slide,Drake,2020-05-30,5,2020,7
Toosie Slide,Drake,2020-06-06,6,2020,8
Toosie Slide,Drake,2020-06-13,6,2020,9
Toosie Slide,Drake,2020-06-20,6,2020,10
Toosie Slide,Drake,2020-06-27,12,2020,11
Toosie Slide,Drake,2020-07-04,20,2020,12
Toosie Slide,Drake,2020-07-11,26,2020,13
Toosie Slide,Drake,2020-07-18,38,2020,14
Toosie Slide,Drake,2020-07-25,54,2020,15
Toosie Slide,Drake,2020-08-01,45,2020,16
Toosie Slide,Drake,2020-08-08,75,2020,17
Toosie Slide,Drake,2020-08-15,64,2020,18
Toosie Slide,Drake,2020-08-22,68,2020,19
Toosie Slide,Drake,2020-08-29,72,2020,20
Wants And Needs,Drake Featuring Lil Baby,2021-03-20,2,2021,1
Wants And Needs,Drake Featuring Lil Baby,2021-03-27,10,2021,2
Wants And Needs,Drake Featuring Lil Baby,2021-04-03,19,2021,3
Wants And Needs,Drake Featuring Lil Baby,2021-04-10,34,2021,4
Wants And Needs,Drake Featuring Lil Baby,2021-04-17,38,2021,5
Wants And Needs,Drake Featuring Lil Baby,2021-04-24,47,2021,6
Wants And Needs,Drake Featuring Lil Baby,2021-05-01,36,2021,7
Wants And Needs,Drake Featuring Lil Baby,2021-05-08,39,2021,8
Wants And Needs,Drake Featuring Lil Baby,2021-05-15,42,2021,9
Wants And Needs,Drake Featuring Lil Baby,2021-05-22,38,2021,10
Wants And Needs,Drake Featuring Lil Baby,2021-05-29,49,2021,11
WAP,Cardi B Featuring Megan Thee Stallion,2020-08-22,1,2020,1
WAP,Cardi B Featuring Megan Thee Stallion,2020-08-29,1,2020,2
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-05,2,2020,3
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-12,2,2020,4
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-19,1,2020,5
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-26,1,2020,6
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-03,2,2020,7
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-10,3,2020,8
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-17,3,2020,9
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-24,2,2020,10
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-31,2,2020,11
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-07,7,2020,12
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-14,10,2020,13
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-21,11,2020,14
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-28,16,2020,15
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-05,23,2020,16
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-12,33,2020,17
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-19,43,2020,18
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-26,55,2020,19
Watermelon Sugar,Harry Styles,2020-01-04,87,2020,5
Watermelon Sugar,Harry Styles,2020-01-11,82,2020,6
Watermelon Sugar,Harry Styles,2020-01-18,81,2020,7
Watermelon Sugar,Harry Styles,2020-01-25,94,2020,8
Watermelon Sugar,Harry Styles,2020-05-30,64,2020,9
Watermelon Sugar,Harry Styles,2020-06-06,45,2020,10
Watermelon Sugar,Harry Styles,2020-06-13,40,2020,11
Watermelon Sugar,Harry Styles,2020-06-20,29,2020,12
Watermelon Sugar,Harry Styles,2020-06-27,19,2020,13
Watermelon Sugar,Harry Styles,2020-07-04,16,2020,14
Watermelon Sugar,Harry Styles,2020-07-11,8,2020,15
Watermelon Sugar,Harry Styles,2020-07-18,7,2020,16
Watermelon Sugar,Harry Styles,2020-07-25,11,2020,17
Watermelon Sugar,Harry Styles,2020-08-01,7,2020,18
Watermelon Sugar,Harry Styles,2020-08-08,7,2020,19
Watermelon Sugar,Harry Styles,2020-08-15,1,2020,20
Watermelon Sugar,Harry Styles,2020-08-22,5,2020,21
Watermelon Sugar,Harry Styles,2020-08-29,7,2020,22
Watermelon Sugar,Harry Styles,2020-09-05,7,2020,23
Watermelon Sugar,Harry Styles,2020-09-12,6,2020,24
Watermelon Sugar,Harry Styles,2020-09-19,7,2020,25
Watermelon Sugar,Harry Styles,2020-09-26,7,2020,26
Watermelon Sugar,Harry Styles,2020-10-03,8,2020,27
Watermelon Sugar,Harry Styles,2020-10-10,9,2020,28
Watermelon Sugar,Harry Styles,2020-10-17,11,2020,29
Watermelon Sugar,Harry Styles,2020-10-24,9,2020,30
Watermelon Sugar,Harry Styles,2020-10-31,11,2020,31
Watermelon Sugar,Harry Styles,2020-11-07,15,2020,32
Watermelon Sugar,Harry Styles,2020-11-14,17,2020,33
Watermelon Sugar,Harry Styles,2020-11-21,18,2020,34
Watermelon Sugar,Harry Styles,2020-11-28,21,2020,35
Watermelon Sugar,Harry Styles,2020-12-05,36,2020,36
Watermelon Sugar,Harry Styles,2020-12-12,50,2020,37
Calling My Phone,Lil Tjay Featuring 6LACK,2021-03-20,14,2021,4
Savage,Megan Thee Stallion,2020-04-18,14,2020,4
Stuck With U,Ariana Grande & Justin Bieber,2020-06-13,17,2020,4
Save Your Tears,The Weeknd & Ariana Grande,2021-01-30,20,2021,4
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-18,29,2020,4
Cardigan,Taylor Swift,2020-08-29,33,2020,4
Rockin' Around The Christmas Tree,Justin Bieber,2021-01-02,61,2021,4
Life Goes On,BTS,2020-12-19,93,2020,3
Drivers License,Olivia Rodrigo,2021-02-13,1,2021,4
Dynamite,BTS,2020-09-26,2,2020,4
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021-04-10,3,2021,4
Montero (Call Me By Your Name),Lil Nas X,2021-05-01,4,2021,4
Mood,24kGoldn Featuring iann dior,2020-09-12,8,2020,4
Up,Cardi B,2021-02-20,2,2021,1
Up,Cardi B,2021-02-27,5,2021,2
Up,Cardi B,2021-03-06,2,2021,3
